title,authors,subjects,category,rating,ratings_count,price,year,source,rating_numeric,ratings_count_numeric,content
"The Dragonbone Chair (Memory, Sorrow, and Thorn, #1)",Tad Williams,Fantasy,Fantasy,3.97,79246,Not Available,,Goodreads Scraping,3.97,79246.0,"The Dragonbone Chair (Memory, Sorrow, and Thorn, #1) Tad Williams Fantasy Fantasy"
"The Black Prism (Lightbringer, #1)",Brent Weeks,Fantasy,Fantasy,4.23,133469,Not Available,,Goodreads Scraping,4.23,133469.0,"The Black Prism (Lightbringer, #1) Brent Weeks Fantasy Fantasy"
"Fool's Errand (Tawny Man, #1)",Robin Hobb,Fantasy,Fantasy,4.40,110106,Not Available,,Goodreads Scraping,4.4,110106.0,"Fool's Errand (Tawny Man, #1) Robin Hobb Fantasy Fantasy"
Warbreaker,Brandon Sanderson,Fantasy,Fantasy,4.29,295187,Not Available,,Goodreads Scraping,4.29,295187.0,Warbreaker Brandon Sanderson Fantasy Fantasy
"The Sword of Shannara Trilogy (Shannara, #1-3)",Terry Brooks,Fantasy,Fantasy,3.98,25277,Not Available,,Goodreads Scraping,3.98,25277.0,"The Sword of Shannara Trilogy (Shannara, #1-3) Terry Brooks Fantasy Fantasy"
"Theft of Swords (The Riyria Revelations, #1-2)",Michael J. Sullivan,Fantasy,Fantasy,4.23,78674,Not Available,,Goodreads Scraping,4.23,78674.0,"Theft of Swords (The Riyria Revelations, #1-2) Michael J. Sullivan Fantasy Fantasy"
The Neverending Story,Michael Ende,Fantasy,Fantasy,4.18,225024,Not Available,,Goodreads Scraping,4.18,225024.0,The Neverending Story Michael Ende Fantasy Fantasy
"Alanna: The First Adventure (Song of the Lioness, #1)",Tamora Pierce,Fantasy,Fantasy,4.27,137867,Not Available,,Goodreads Scraping,4.27,137867.0,"Alanna: The First Adventure (Song of the Lioness, #1) Tamora Pierce Fantasy Fantasy"
"The Great Book of Amber (The Chronicles of Amber, #1-10)",Roger Zelazny,Fantasy,Fantasy,4.31,27198,Not Available,,Goodreads Scraping,4.31,27198.0,"The Great Book of Amber (The Chronicles of Amber, #1-10) Roger Zelazny Fantasy Fantasy"
Tigana,Guy Gavriel Kay,Fantasy,Fantasy,4.08,52781,Not Available,,Goodreads Scraping,4.08,52781.0,Tigana Guy Gavriel Kay Fantasy Fantasy
"Ship of Magic (Liveship Traders, #1)",Robin Hobb,Fantasy,Fantasy,4.25,110928,Not Available,,Goodreads Scraping,4.25,110928.0,"Ship of Magic (Liveship Traders, #1) Robin Hobb Fantasy Fantasy"
"The Once and Future King (The Once and Future King, #1–5)",T.H. White,Fantasy,Fantasy,4.06,120166,Not Available,,Goodreads Scraping,4.06,120166.0,"The Once and Future King (The Once and Future King, #1–5) T.H. White Fantasy Fantasy"
"Howl's Moving Castle (Howl's Moving Castle, #1)",Diana Wynne Jones,Fantasy,Fantasy,4.28,462355,Not Available,,Goodreads Scraping,4.28,462355.0,"Howl's Moving Castle (Howl's Moving Castle, #1) Diana Wynne Jones Fantasy Fantasy"
"His Majesty's Dragon (Temeraire, #1)",Naomi Novik,Fantasy,Fantasy,4.07,114216,Not Available,,Goodreads Scraping,4.07,114216.0,"His Majesty's Dragon (Temeraire, #1) Naomi Novik Fantasy Fantasy"
"The Chronicles of Thomas Covenant, the Unbeliever (The Chronicles of Thomas Covenant the Unbeliever, #1-3)",Stephen R. Donaldson,Fantasy,Fantasy,3.81,15627,Not Available,,Goodreads Scraping,3.81,15627.0,"The Chronicles of Thomas Covenant, the Unbeliever (The Chronicles of Thomas Covenant the Unbeliever, #1-3) Stephen R. Donaldson Fantasy Fantasy"
"Lann Dàn: Blades of Destiny Revised Edition III  (Dàn Cycle, #1)",James Raquepau,Fantasy,Fantasy,4.93,574,Not Available,,Goodreads Scraping,4.93,574.0,"Lann Dàn: Blades of Destiny Revised Edition III  (Dàn Cycle, #1) James Raquepau Fantasy Fantasy"
"The Black Company (The Chronicles of the Black Company, #1)",Glen Cook,Fantasy,Fantasy,3.93,55821,Not Available,,Goodreads Scraping,3.93,55821.0,"The Black Company (The Chronicles of the Black Company, #1) Glen Cook Fantasy Fantasy"
The Chronicles of Prydain,Lloyd Alexander,Fantasy,Fantasy,4.43,7851,Not Available,,Goodreads Scraping,4.43,7851.0,The Chronicles of Prydain Lloyd Alexander Fantasy Fantasy
"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,Fantasy,Fantasy,4.19,2579676,Not Available,,Goodreads Scraping,4.19,2579676.0,"Throne of Glass (Throne of Glass, #1) Sarah J. Maas Fantasy Fantasy"
"The Dark Is Rising (The Dark is Rising, #2)",Susan Cooper,Fantasy,Fantasy,4.04,61353,Not Available,,Goodreads Scraping,4.04,61353.0,"The Dark Is Rising (The Dark is Rising, #2) Susan Cooper Fantasy Fantasy"
"Lia Dàn: Stone of Destiny Revised Edition II (Dàn Cycle, #2)",James Raquepau,Fantasy,Fantasy,4.93,435,Not Available,,Goodreads Scraping,4.93,435.0,"Lia Dàn: Stone of Destiny Revised Edition II (Dàn Cycle, #2) James Raquepau Fantasy Fantasy"
"The Black Jewels Trilogy: Daughter of the Blood, Heir to the Shadows, Queen of the Darkness (The Black Jewels, #1-3)",Anne Bishop,Fantasy,Fantasy,4.39,14379,Not Available,,Goodreads Scraping,4.39,14379.0,"The Black Jewels Trilogy: Daughter of the Blood, Heir to the Shadows, Queen of the Darkness (The Black Jewels, #1-3) Anne Bishop Fantasy Fantasy"
"The Magicians' Guild (The Black Magician Trilogy, #1)",Trudi Canavan,Fantasy,Fantasy,3.95,91576,Not Available,,Goodreads Scraping,3.95,91576.0,"The Magicians' Guild (The Black Magician Trilogy, #1) Trudi Canavan Fantasy Fantasy"
The Odyssey,Homer,Fantasy,Fantasy,3.84,1227462,Not Available,,Goodreads Scraping,3.84,1227462.0,The Odyssey Homer Fantasy Fantasy
"The Blue Sword (Damar, #1)",Robin McKinley,Fantasy,Fantasy,4.20,63263,Not Available,,Goodreads Scraping,4.2,63263.0,"The Blue Sword (Damar, #1) Robin McKinley Fantasy Fantasy"
"The Last Wish (The Witcher, #0.5)",Andrzej Sapkowski,Fantasy,Fantasy,4.14,428216,Not Available,,Goodreads Scraping,4.14,428216.0,"The Last Wish (The Witcher, #0.5) Andrzej Sapkowski Fantasy Fantasy"
"Elantris (Elantris, #1)",Brandon Sanderson,Fantasy,Fantasy,4.16,363277,Not Available,,Goodreads Scraping,4.16,363277.0,"Elantris (Elantris, #1) Brandon Sanderson Fantasy Fantasy"
"The Crystal Cave (Arthurian Saga, #1)",Mary  Stewart,Fantasy,Fantasy,4.13,48918,Not Available,,Goodreads Scraping,4.13,48918.0,"The Crystal Cave (Arthurian Saga, #1) Mary  Stewart Fantasy Fantasy"
"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,Fantasy,Fantasy,4.24,3197900,Not Available,,Goodreads Scraping,4.24,3197900.0,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1) C.S. Lewis Fantasy Fantasy"
"The Amulet of Samarkand (Bartimaeus, #1)",Jonathan Stroud,Fantasy,Fantasy,4.04,135949,Not Available,,Goodreads Scraping,4.04,135949.0,"The Amulet of Samarkand (Bartimaeus, #1) Jonathan Stroud Fantasy Fantasy"
"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,Fantasy,Fantasy,4.56,629795,Not Available,,Goodreads Scraping,4.56,629795.0,"The Hero of Ages (Mistborn, #3) Brandon Sanderson Fantasy Fantasy"
"Daughter of the Forest  (Sevenwaters, #1)",Juliet Marillier,Fantasy,Fantasy,4.29,72384,Not Available,,Goodreads Scraping,4.29,72384.0,"Daughter of the Forest  (Sevenwaters, #1) Juliet Marillier Fantasy Fantasy"
The Fionavar Tapestry,Guy Gavriel Kay,Fantasy,Fantasy,4.23,7884,Not Available,,Goodreads Scraping,4.23,7884.0,The Fionavar Tapestry Guy Gavriel Kay Fantasy Fantasy
Heart of Destiny (Book Three) – An Epic Fantasy of War & Fate in Mythic Ireland: Identity Shattered. Cost Revealed. Choice Endures. (The Destiny Cycle - aka Dàn Cycle 3),James Raquepau,Fantasy,Fantasy,4.98,291,Not Available,,Goodreads Scraping,4.98,291.0,Heart of Destiny (Book Three) – An Epic Fantasy of War & Fate in Mythic Ireland: Identity Shattered. Cost Revealed. Choice Endures. (The Destiny Cycle - aka Dàn Cycle 3) James Raquepau Fantasy Fantasy
"The Ruins of Gorlan (Ranger's Apprentice, #1)",John Flanagan,Fantasy,Fantasy,4.26,178677,Not Available,,Goodreads Scraping,4.26,178677.0,"The Ruins of Gorlan (Ranger's Apprentice, #1) John Flanagan Fantasy Fantasy"
The Eyes of the Dragon,Stephen  King,Fantasy,Fantasy,3.94,147607,Not Available,,Goodreads Scraping,3.94,147607.0,The Eyes of the Dragon Stephen  King Fantasy Fantasy
"Elric of Melniboné (The Elric Saga, #1)",Michael Moorcock,Fantasy,Fantasy,3.88,31820,Not Available,,Goodreads Scraping,3.88,31820.0,"Elric of Melniboné (The Elric Saga, #1) Michael Moorcock Fantasy Fantasy"
"The Deed of Paksenarrion (The Deed of Paksenarrion, #1-3)",Elizabeth Moon,Fantasy,Fantasy,4.33,14231,Not Available,,Goodreads Scraping,4.33,14231.0,"The Deed of Paksenarrion (The Deed of Paksenarrion, #1-3) Elizabeth Moon Fantasy Fantasy"
"The Icewind Dale Trilogy Collector's Edition (Forgotten Realms: Icewind Dale, #1-3; Legend of Drizzt, #4-6)",R.A. Salvatore,Fantasy,Fantasy,4.32,17130,Not Available,,Goodreads Scraping,4.32,17130.0,"The Icewind Dale Trilogy Collector's Edition (Forgotten Realms: Icewind Dale, #1-3; Legend of Drizzt, #4-6) R.A. Salvatore Fantasy Fantasy"
"The Hero and the Crown (Damar, #2)",Robin McKinley,Fantasy,Fantasy,4.21,55376,Not Available,,Goodreads Scraping,4.21,55376.0,"The Hero and the Crown (Damar, #2) Robin McKinley Fantasy Fantasy"
"Daughter of the Empire (The Empire Trilogy, #1)",Raymond E. Feist,Fantasy,Fantasy,4.29,42451,Not Available,,Goodreads Scraping,4.29,42451.0,"Daughter of the Empire (The Empire Trilogy, #1) Raymond E. Feist Fantasy Fantasy"
"The Curse of Chalion (World of the Five Gods, #1)",Lois McMaster Bujold,Fantasy,Fantasy,4.18,43819,Not Available,,Goodreads Scraping,4.18,43819.0,"The Curse of Chalion (World of the Five Gods, #1) Lois McMaster Bujold Fantasy Fantasy"
Best Served Cold,Joe Abercrombie,Fantasy,Fantasy,4.25,115963,Not Available,,Goodreads Scraping,4.25,115963.0,Best Served Cold Joe Abercrombie Fantasy Fantasy
"The Last Unicorn (The Last Unicorn, #1)",Peter S. Beagle,Fantasy,Fantasy,4.16,125509,Not Available,,Goodreads Scraping,4.16,125509.0,"The Last Unicorn (The Last Unicorn, #1) Peter S. Beagle Fantasy Fantasy"
"King of Thorns (Broken Empire, #2)",Mark  Lawrence,Fantasy,Fantasy,4.17,71491,Not Available,,Goodreads Scraping,4.17,71491.0,"King of Thorns (Broken Empire, #2) Mark  Lawrence Fantasy Fantasy"
"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,Fantasy,Fantasy,4.38,698493,Not Available,,Goodreads Scraping,4.38,698493.0,"The Well of Ascension (Mistborn, #2) Brandon Sanderson Fantasy Fantasy"
"On a Pale Horse (Incarnations of Immortality, #1)",Piers Anthony,Fantasy,Fantasy,4.13,41773,Not Available,,Goodreads Scraping,4.13,41773.0,"On a Pale Horse (Incarnations of Immortality, #1) Piers Anthony Fantasy Fantasy"
"The Crown Conspiracy (The Riyria Revelations, #1)",Michael J. Sullivan,Fantasy,Fantasy,4.18,27335,Not Available,,Goodreads Scraping,4.18,27335.0,"The Crown Conspiracy (The Riyria Revelations, #1) Michael J. Sullivan Fantasy Fantasy"
"Wild Magic (Immortals, #1)",Tamora Pierce,Fantasy,Fantasy,4.31,83289,Not Available,,Goodreads Scraping,4.31,83289.0,"Wild Magic (Immortals, #1) Tamora Pierce Fantasy Fantasy"
"Across the Nightingale Floor (Tales of the Otori, #1)",Lian Hearn,Fantasy,Fantasy,4.06,46050,Not Available,,Goodreads Scraping,4.06,46050.0,"Across the Nightingale Floor (Tales of the Otori, #1) Lian Hearn Fantasy Fantasy"
"Dragon Wing (The Death Gate Cycle, #1)",Margaret Weis,Fantasy,Fantasy,3.98,30077,Not Available,,Goodreads Scraping,3.98,30077.0,"Dragon Wing (The Death Gate Cycle, #1) Margaret Weis Fantasy Fantasy"
"Green Rider (Green Rider, #1)",Kristen Britain,Fantasy,Fantasy,4.09,41398,Not Available,,Goodreads Scraping,4.09,41398.0,"Green Rider (Green Rider, #1) Kristen Britain Fantasy Fantasy"
The Diamond Throne (The Elenium #1),David Eddings,Fantasy,Fantasy,3.98,36728,Not Available,,Goodreads Scraping,3.98,36728.0,The Diamond Throne (The Elenium #1) David Eddings Fantasy Fantasy
"Arrows of the Queen (Heralds of Valdemar, #1)",Mercedes Lackey,Fantasy,Fantasy,4.13,40160,Not Available,,Goodreads Scraping,4.13,40160.0,"Arrows of the Queen (Heralds of Valdemar, #1) Mercedes Lackey Fantasy Fantasy"
"Rhapsody: Child of Blood (Symphony of Ages, #1)",Elizabeth Haydon,Fantasy,Fantasy,3.98,20258,Not Available,,Goodreads Scraping,3.98,20258.0,"Rhapsody: Child of Blood (Symphony of Ages, #1) Elizabeth Haydon Fantasy Fantasy"
"The Way of Shadows (Night Angel, #1)",Brent Weeks,Fantasy,Fantasy,4.15,178263,Not Available,,Goodreads Scraping,4.15,178263.0,"The Way of Shadows (Night Angel, #1) Brent Weeks Fantasy Fantasy"
"Riddle-Master (Riddle-Master, #1-3)",Patricia A. McKillip,Fantasy,Fantasy,4.22,11372,Not Available,,Goodreads Scraping,4.22,11372.0,"Riddle-Master (Riddle-Master, #1-3) Patricia A. McKillip Fantasy Fantasy"
The Three Witches and The Master,Max Nowaz,Fantasy,Fantasy,4.30,17877,Not Available,,Goodreads Scraping,4.3,17877.0,The Three Witches and The Master Max Nowaz Fantasy Fantasy
"Magic's Pawn (The Last Herald-Mage, #1)",Mercedes Lackey,Fantasy,Fantasy,4.20,28711,Not Available,,Goodreads Scraping,4.2,28711.0,"Magic's Pawn (The Last Herald-Mage, #1) Mercedes Lackey Fantasy Fantasy"
"Viciously Yours (Fae Kings of Eden, #1)",Jamie Applegate Hunter,Fantasy,Fantasy,3.59,47541,Not Available,,Goodreads Scraping,3.59,47541.0,"Viciously Yours (Fae Kings of Eden, #1) Jamie Applegate Hunter Fantasy Fantasy"
The Lions of Al-Rassan,Guy Gavriel Kay,Fantasy,Fantasy,4.30,27327,Not Available,,Goodreads Scraping,4.3,27327.0,The Lions of Al-Rassan Guy Gavriel Kay Fantasy Fantasy
"Jhereg (Vlad Taltos, #1)",Steven Brust,Fantasy,Fantasy,4.12,15715,Not Available,,Goodreads Scraping,4.12,15715.0,"Jhereg (Vlad Taltos, #1) Steven Brust Fantasy Fantasy"
"American Gods (American Gods, #1)",Neil Gaiman,Fantasy,Fantasy,4.10,999091,Not Available,,Goodreads Scraping,4.1,999091.0,"American Gods (American Gods, #1) Neil Gaiman Fantasy Fantasy"
Pride and Prejudice,Jane Austen,Romance,Romance,4.30,4928954,Not Available,,Goodreads Scraping,4.3,4928954.0,Pride and Prejudice Jane Austen Romance Romance
"Fifty Shades of Grey (Fifty Shades, #1)",E.L. James,Romance,Romance,3.67,2903547,Not Available,,Goodreads Scraping,3.67,2903547.0,"Fifty Shades of Grey (Fifty Shades, #1) E.L. James Romance Romance"
"Beautiful Disaster (Beautiful, #1)",Jamie McGuire,Romance,Romance,really liked it 4.00,710952,Not Available,,Goodreads Scraping,,710952.0,"Beautiful Disaster (Beautiful, #1) Jamie McGuire Romance Romance"
"Twilight (Twilight Saga, #1)",Stephenie Meyer,Romance,Romance,3.68,7431752,Not Available,,Goodreads Scraping,3.68,7431752.0,"Twilight (Twilight Saga, #1) Stephenie Meyer Romance Romance"
"The Notebook (The Notebook, #1)",Nicholas Sparks,Romance,Romance,4.17,1859965,Not Available,,Goodreads Scraping,4.17,1859965.0,"The Notebook (The Notebook, #1) Nicholas Sparks Romance Romance"
"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles,Romance,Romance,4.04,264019,Not Available,,Goodreads Scraping,4.04,264019.0,"Perfect Chemistry (Perfect Chemistry, #1) Simone Elkeles Romance Romance"
"Outlander (Outlander, #1)",Diana Gabaldon,Romance,Romance,4.27,1173032,Not Available,,Goodreads Scraping,4.27,1173032.0,"Outlander (Outlander, #1) Diana Gabaldon Romance Romance"
Jane Eyre,Charlotte Brontë,Romance,Romance,4.16,2378072,Not Available,,Goodreads Scraping,4.16,2378072.0,Jane Eyre Charlotte Brontë Romance Romance
"Thoughtless (Thoughtless, #1)",S.C. Stephens,Romance,Romance,4.08,142259,Not Available,,Goodreads Scraping,4.08,142259.0,"Thoughtless (Thoughtless, #1) S.C. Stephens Romance Romance"
"Bared to You (Crossfire, #1)",Sylvia Day,Romance,Romance,4.13,554543,Not Available,,Goodreads Scraping,4.13,554543.0,"Bared to You (Crossfire, #1) Sylvia Day Romance Romance"
Gone with the Wind,Margaret Mitchell,Romance,Romance,4.31,1265826,Not Available,,Goodreads Scraping,4.31,1265826.0,Gone with the Wind Margaret Mitchell Romance Romance
"Easy (Contours of the Heart, #1)",Tammara Webber,Romance,Romance,4.07,229648,Not Available,,Goodreads Scraping,4.07,229648.0,"Easy (Contours of the Heart, #1) Tammara Webber Romance Romance"
"Gabriel's Inferno (Gabriel's Inferno, #1)",Sylvain Reynard,Romance,Romance,3.98,161701,Not Available,,Goodreads Scraping,3.98,161701.0,"Gabriel's Inferno (Gabriel's Inferno, #1) Sylvain Reynard Romance Romance"
The Time Traveler's Wife,Audrey Niffenegger,Romance,Romance,really liked it 4.00,1870955,Not Available,,Goodreads Scraping,,1870955.0,The Time Traveler's Wife Audrey Niffenegger Romance Romance
"Slammed (Slammed, #1)",Colleen Hoover,Romance,Romance,4.13,458740,Not Available,,Goodreads Scraping,4.13,458740.0,"Slammed (Slammed, #1) Colleen Hoover Romance Romance"
"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins,Romance,Romance,3.96,466481,Not Available,,Goodreads Scraping,3.96,466481.0,"Anna and the French Kiss (Anna and the French Kiss, #1) Stephanie Perkins Romance Romance"
A Walk to Remember,Nicholas Sparks,Romance,Romance,4.20,850440,Not Available,,Goodreads Scraping,4.2,850440.0,A Walk to Remember Nicholas Sparks Romance Romance
Wuthering Heights,Emily Brontë,Romance,Romance,3.89,2243433,Not Available,,Goodreads Scraping,3.89,2243433.0,Wuthering Heights Emily Brontë Romance Romance
"Vampire Academy (Vampire Academy, #1)",Richelle Mead,Romance,Romance,4.10,685644,Not Available,,Goodreads Scraping,4.1,685644.0,"Vampire Academy (Vampire Academy, #1) Richelle Mead Romance Romance"
"Dark Lover (Black Dagger Brotherhood, #1)",J.R. Ward,Romance,Romance,4.15,357854,Not Available,,Goodreads Scraping,4.15,357854.0,"Dark Lover (Black Dagger Brotherhood, #1) J.R. Ward Romance Romance"
The Fault in Our Stars,John  Green,Romance,Romance,4.12,5818436,Not Available,,Goodreads Scraping,4.12,5818436.0,The Fault in Our Stars John  Green Romance Romance
"Hush, Hush (Hush, Hush, #1)",Becca Fitzpatrick,Romance,Romance,3.92,749701,Not Available,,Goodreads Scraping,3.92,749701.0,"Hush, Hush (Hush, Hush, #1) Becca Fitzpatrick Romance Romance"
Persuasion,Jane Austen,Romance,Romance,4.15,797127,Not Available,,Goodreads Scraping,4.15,797127.0,Persuasion Jane Austen Romance Romance
Sense and Sensibility,Jane Austen,Romance,Romance,4.09,1320141,Not Available,,Goodreads Scraping,4.09,1320141.0,Sense and Sensibility Jane Austen Romance Romance
"The Host (The Host, #1)",Stephenie Meyer,Romance,Romance,3.86,1055107,Not Available,,Goodreads Scraping,3.86,1055107.0,"The Host (The Host, #1) Stephenie Meyer Romance Romance"
"Divergent (Divergent, #1)",Veronica Roth,Romance,Romance,4.13,4445723,Not Available,,Goodreads Scraping,4.13,4445723.0,"Divergent (Divergent, #1) Veronica Roth Romance Romance"
"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,Romance,Romance,4.06,2197876,Not Available,,Goodreads Scraping,4.06,2197876.0,"City of Bones (The Mortal Instruments, #1) Cassandra Clare Romance Romance"
"Obsidian (Lux, #1)",Jennifer L. Armentrout,Romance,Romance,4.13,298391,Not Available,,Goodreads Scraping,4.13,298391.0,"Obsidian (Lux, #1) Jennifer L. Armentrout Romance Romance"
"Love Unscripted (Love, #1)",Tina Reber,Romance,Romance,4.02,68362,Not Available,,Goodreads Scraping,4.02,68362.0,"Love Unscripted (Love, #1) Tina Reber Romance Romance"
"On the Island (On the Island, #1)",Tracey Garvis Graves,Romance,Romance,4.11,87512,Not Available,,Goodreads Scraping,4.11,87512.0,"On the Island (On the Island, #1) Tracey Garvis Graves Romance Romance"
"Hopeless (Hopeless, #1)",Colleen Hoover,Romance,Romance,4.22,695747,Not Available,,Goodreads Scraping,4.22,695747.0,"Hopeless (Hopeless, #1) Colleen Hoover Romance Romance"
Memoirs of a Geisha,Arthur Golden,Romance,Romance,4.16,2130700,Not Available,,Goodreads Scraping,4.16,2130700.0,Memoirs of a Geisha Arthur Golden Romance Romance
"On Dublin Street (On Dublin Street, #1)",Samantha Young,Romance,Romance,4.14,206179,Not Available,,Goodreads Scraping,4.14,206179.0,"On Dublin Street (On Dublin Street, #1) Samantha Young Romance Romance"
"Shiver (The Wolves of Mercy Falls, #1)",Maggie Stiefvater,Romance,Romance,3.76,498972,Not Available,,Goodreads Scraping,3.76,498972.0,"Shiver (The Wolves of Mercy Falls, #1) Maggie Stiefvater Romance Romance"
"Halfway to the Grave (Night Huntress, #1)",Jeaniene Frost,Romance,Romance,4.13,166106,Not Available,,Goodreads Scraping,4.13,166106.0,"Halfway to the Grave (Night Huntress, #1) Jeaniene Frost Romance Romance"
Water for Elephants,Sara Gruen,Romance,Romance,4.11,1717153,Not Available,,Goodreads Scraping,4.11,1717153.0,Water for Elephants Sara Gruen Romance Romance
"The Bronze Horseman (The Bronze Horseman, #1)",Paullina Simons,Romance,Romance,4.29,98568,Not Available,,Goodreads Scraping,4.29,98568.0,"The Bronze Horseman (The Bronze Horseman, #1) Paullina Simons Romance Romance"
The Truth About Forever,Sarah Dessen,Romance,Romance,4.12,226802,Not Available,,Goodreads Scraping,4.12,226802.0,The Truth About Forever Sarah Dessen Romance Romance
"It Had to Be You (Chicago Stars, #1)",Susan Elizabeth Phillips,Romance,Romance,really liked it 4.00,70152,Not Available,,Goodreads Scraping,,70152.0,"It Had to Be You (Chicago Stars, #1) Susan Elizabeth Phillips Romance Romance"
Kiss an Angel,Susan Elizabeth Phillips,Romance,Romance,4.16,70745,Not Available,,Goodreads Scraping,4.16,70745.0,Kiss an Angel Susan Elizabeth Phillips Romance Romance
"Reason to Breathe (Breathing, #1)",Rebecca    Donovan,Romance,Romance,4.21,95839,Not Available,,Goodreads Scraping,4.21,95839.0,"Reason to Breathe (Breathing, #1) Rebecca    Donovan Romance Romance"
Emma,Jane Austen,Romance,Romance,4.05,1007202,Not Available,,Goodreads Scraping,4.05,1007202.0,Emma Jane Austen Romance Romance
"The Edge of Never (The Edge of Never, #1)",J.A. Redmerski,Romance,Romance,4.21,150323,Not Available,,Goodreads Scraping,4.21,150323.0,"The Edge of Never (The Edge of Never, #1) J.A. Redmerski Romance Romance"
"Flat-Out Love (Flat-Out Love, #1)",Jessica Park,Romance,Romance,really liked it 4.00,60399,Not Available,,Goodreads Scraping,,60399.0,"Flat-Out Love (Flat-Out Love, #1) Jessica Park Romance Romance"
"A Kingdom of Dreams (Westmoreland, #1)",Judith McNaught,Romance,Romance,4.20,56825,Not Available,,Goodreads Scraping,4.2,56825.0,"A Kingdom of Dreams (Westmoreland, #1) Judith McNaught Romance Romance"
"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,Romance,Romance,4.30,884847,Not Available,,Goodreads Scraping,4.3,884847.0,"Clockwork Angel (The Infernal Devices, #1) Cassandra Clare Romance Romance"
"Leaving Paradise (Leaving Paradise, #1)",Simone Elkeles,Romance,Romance,3.99,44255,Not Available,,Goodreads Scraping,3.99,44255.0,"Leaving Paradise (Leaving Paradise, #1) Simone Elkeles Romance Romance"
This Lullaby,Sarah Dessen,Romance,Romance,4.01,181141,Not Available,,Goodreads Scraping,4.01,181141.0,This Lullaby Sarah Dessen Romance Romance
"Matched (Matched, #1)",Ally Condie,Romance,Romance,3.62,818956,Not Available,,Goodreads Scraping,3.62,818956.0,"Matched (Matched, #1) Ally Condie Romance Romance"
Romeo and Juliet,William Shakespeare,Romance,Romance,3.74,2864492,Not Available,,Goodreads Scraping,3.74,2864492.0,Romeo and Juliet William Shakespeare Romance Romance
"The Vincent Boys (The Vincent Boys, #1)",Abbi Glines,Romance,Romance,3.94,75323,Not Available,,Goodreads Scraping,3.94,75323.0,"The Vincent Boys (The Vincent Boys, #1) Abbi Glines Romance Romance"
"The Summer I Turned Pretty (Summer, #1)",Jenny Han,Romance,Romance,3.73,1168467,Not Available,,Goodreads Scraping,3.73,1168467.0,"The Summer I Turned Pretty (Summer, #1) Jenny Han Romance Romance"
Just the Sexiest Man Alive,Julie James,Romance,Romance,3.91,45757,Not Available,,Goodreads Scraping,3.91,45757.0,Just the Sexiest Man Alive Julie James Romance Romance
"Something About You (FBI/US Attorney, #1)",Julie James,Romance,Romance,3.94,64115,Not Available,,Goodreads Scraping,3.94,64115.0,"Something About You (FBI/US Attorney, #1) Julie James Romance Romance"
"The DUFF: Designated Ugly Fat Friend (Hamilton High, #1)",Kody Keplinger,Romance,Romance,3.79,196492,Not Available,,Goodreads Scraping,3.79,196492.0,"The DUFF: Designated Ugly Fat Friend (Hamilton High, #1) Kody Keplinger Romance Romance"
"The Bride (Lairds' Fiancées, #1)",Julie Garwood,Romance,Romance,4.22,71329,Not Available,,Goodreads Scraping,4.22,71329.0,"The Bride (Lairds' Fiancées, #1) Julie Garwood Romance Romance"
Along for the Ride,Sarah Dessen,Romance,Romance,4.03,213018,Not Available,,Goodreads Scraping,4.03,213018.0,Along for the Ride Sarah Dessen Romance Romance
"Call Me Irresistible (Wynette, Texas, #6)",Susan Elizabeth Phillips,Romance,Romance,4.10,26088,Not Available,,Goodreads Scraping,4.1,26088.0,"Call Me Irresistible (Wynette, Texas, #6) Susan Elizabeth Phillips Romance Romance"
"Significance (Significance, #1)",Shelly Crane,Romance,Romance,4.09,45656,Not Available,,Goodreads Scraping,4.09,45656.0,"Significance (Significance, #1) Shelly Crane Romance Romance"
Bet Me,Jennifer Crusie,Romance,Romance,3.94,95562,Not Available,,Goodreads Scraping,3.94,95562.0,Bet Me Jennifer Crusie Romance Romance
"Mystery Man (Dream Man, #1)",Kristen Ashley,Romance,Romance,4.19,74244,Not Available,,Goodreads Scraping,4.19,74244.0,"Mystery Man (Dream Man, #1) Kristen Ashley Romance Romance"
"Natural Born Charmer (Chicago Stars, #7)",Susan Elizabeth Phillips,Romance,Romance,4.15,38205,Not Available,,Goodreads Scraping,4.15,38205.0,"Natural Born Charmer (Chicago Stars, #7) Susan Elizabeth Phillips Romance Romance"
"Breathe (Sea Breeze, #1)",Abbi Glines,Romance,Romance,3.85,84616,Not Available,,Goodreads Scraping,3.85,84616.0,"Breathe (Sea Breeze, #1) Abbi Glines Romance Romance"
Forbidden,Tabitha Suzuma,Romance,Romance,3.95,76628,Not Available,,Goodreads Scraping,3.95,76628.0,Forbidden Tabitha Suzuma Romance Romance
"Shatter Me (Shatter Me, #1)",Tahereh Mafi,Romance,Romance,3.84,1276782,Not Available,,Goodreads Scraping,3.84,1276782.0,"Shatter Me (Shatter Me, #1) Tahereh Mafi Romance Romance"
